order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,is_first_order
2908601,456,train,7,5,10,30.0,0
2212127,457,train,5,0,16,7.0,0
683205,459,train,24,6,12,8.0,0
362051,465,train,41,5,7,7.0,0
3293782,466,train,32,5,16,14.0,0
2046585,468,train,7,1,10,23.0,0
2455208,469,train,9,2,13,30.0,0
2000464,470,train,17,4,15,6.0,0
417305,471,train,7,5,15,10.0,0
2010297,472,train,5,2,9,30.0,0
1739738,473,train,12,0,12,18.0,0
1714467,475,train,29,4,9,11.0,0
461914,476,train,17,4,10,7.0,0
3054083,477,train,5,2,18,17.0,0
638714,478,train,9,5,17,30.0,0
1944317,479,train,24,4,20,8.0,0
1039817,480,train,13,5,13,4.0,0
1528819,481,train,36,0,16,12.0,0
659655,483,train,10,3,11,30.0,0
1439424,484,train,11,4,16,0.0,0
3101204,486,train,13,0,15,30.0,0
1290287,487,train,34,6,21,9.0,0
2479559,488,train,7,0,21,30.0,0
29983,489,train,8,1,0,30.0,0
149666,490,train,4,3,13,30.0,0
1191993,491,train,4,3,16,30.0,0
1108486,493,train,8,1,10,4.0,0
3126335,494,train,4,0,10,30.0,0
1614375,495,train,25,0,12,12.0,0
863691,497,train,10,3,15,30.0,0
188500,499,train,7,4,16,6.0,0
3395420,501,train,7,1,18,30.0,0
709201,502,train,8,0,20,30.0,0
54762,504,train,5,4,12,30.0,0
395479,506,train,5,4,22,26.0,0
2692766,509,train,12,2,12,4.0,0
797018,511,train,6,6,18,30.0,0
707985,512,train,5,2,9,30.0,0
2298416,513,train,4,3,11,30.0,0
1011563,514,train,6,1,9,17.0,0
3241378,515,train,20,0,13,1.0,0
2831272,517,train,5,6,12,14.0,0
672357,518,train,6,5,9,30.0,0
1949670,519,train,11,3,17,12.0,0
2101076,520,train,30,0,8,7.0,0
1302095,521,train,7,4,12,30.0,0
2542317,523,train,13,4,10,30.0,0
2588977,524,train,6,3,17,30.0,0
2346527,525,train,37,0,14,11.0,0
2569637,526,train,5,1,13,14.0,0
497783,527,train,4,1,11,30.0,0
229361,528,train,35,0,11,6.0,0
2337367,530,train,4,0,16,5.0,0
3363870,531,train,30,3,8,15.0,0
1409734,532,train,5,1,10,22.0,0
17906,533,train,5,2,14,30.0,0
1379536,534,train,8,0,10,0.0,0
3276697,536,train,4,0,15,16.0,0
3004135,538,train,27,2,22,12.0,0
2724968,540,train,6,1,13,30.0,0
1043105,541,train,6,0,13,30.0,0
1726118,542,train,4,0,16,5.0,0
2063685,544,train,5,4,16,1.0,0
1229133,545,train,5,4,18,5.0,0
1340939,546,train,7,3,12,22.0,0
1074772,547,train,11,0,18,1.0,0
1291650,549,train,11,3,17,21.0,0
1608919,550,train,5,3,13,8.0,0
1820107,552,train,13,5,7,11.0,0
1445911,554,train,7,0,12,21.0,0
2405239,555,train,12,2,8,30.0,0
451330,558,train,28,5,12,1.0,0
1527883,559,train,23,6,12,13.0,0
2019153,560,train,35,1,10,7.0,0
3235100,561,train,5,6,8,30.0,0
3125190,562,train,52,4,11,2.0,0
3065466,563,train,6,2,10,8.0,0
2101825,565,train,6,1,16,29.0,0
3357236,566,train,14,2,20,30.0,0
241538,567,train,22,0,20,11.0,0
2178585,568,train,11,1,16,8.0,0
3158741,569,train,4,3,8,30.0,0
2379791,570,train,7,0,17,22.0,0
271797,571,train,7,0,16,10.0,0
1609767,572,train,4,3,16,1.0,0
1144354,573,train,16,1,10,30.0,0
1232929,575,train,5,4,21,20.0,0
1241717,577,train,6,2,8,4.0,0
2127621,580,train,22,6,17,10.0,0
1044486,582,train,22,6,14,25.0,0
2576004,584,train,9,3,9,2.0,0
2244404,585,train,12,4,14,10.0,0
29486,586,train,5,5,18,26.0,0
3054234,587,train,13,6,8,13.0,0
2150770,591,train,8,4,9,6.0,0
530341,592,train,5,4,9,30.0,0
2918511,593,train,18,6,20,4.0,0
2713339,594,train,6,3,13,30.0,0
3263278,595,train,8,3,18,30.0,0
1816326,597,train,8,4,12,15.0,0
1859940,599,train,33,4,17,1.0,0
102931,600,train,8,1,16,8.0,0
2372949,602,train,8,2,17,14.0,0
1220744,603,train,6,2,14,14.0,0
205105,604,train,28,0,12,29.0,0
3733,605,train,6,1,17,30.0,0
2857725,606,train,31,0,22,14.0,0
339577,607,train,11,1,17,7.0,0
531078,608,train,14,4,21,10.0,0
1882095,609,train,19,0,10,12.0,0
3293848,611,train,17,5,23,14.0,0
2830734,612,train,40,5,10,6.0,0
2558969,614,train,4,1,14,20.0,0
437954,616,train,29,0,10,8.0,0
192822,617,train,11,1,20,7.0,0
2413078,619,train,5,3,11,30.0,0
416736,620,train,6,4,18,30.0,0
2725594,623,train,12,5,11,30.0,0
821898,625,train,4,2,14,30.0,0
1017699,626,train,95,2,10,5.0,0
1933130,628,train,4,0,19,30.0,0
415087,632,train,6,3,20,30.0,0
3298943,634,train,12,0,22,8.0,0
1866656,636,train,22,2,14,28.0,0
1974079,637,train,18,3,14,9.0,0
151039,638,train,21,0,12,11.0,0
2125060,639,train,4,1,18,14.0,0
2081127,641,train,30,0,16,5.0,0
2342041,644,train,4,1,15,7.0,0
428232,646,train,57,5,10,4.0,0
1224638,647,train,10,5,21,24.0,0
1549043,648,train,5,1,8,30.0,0
78051,649,train,46,6,20,13.0,0
2316417,650,train,10,6,9,7.0,0
1408873,655,train,79,0,9,2.0,0
2901230,657,train,31,6,19,7.0,0
812040,667,train,76,0,13,6.0,0
1035261,669,train,29,6,7,30.0,0
3267146,670,train,6,6,11,30.0,0
219986,671,train,9,0,16,30.0,0
1600279,672,train,19,1,18,30.0,0
2376860,674,train,5,1,12,4.0,0
632715,676,train,12,0,13,26.0,0
1735653,677,train,6,5,10,23.0,0
1405257,680,train,7,1,19,1.0,0
783434,682,train,20,3,8,17.0,0
1696391,684,train,27,1,9,7.0,0
143284,685,train,5,4,9,16.0,0
2810951,687,train,20,6,14,4.0,0
1204921,689,train,4,3,15,30.0,0
3327840,690,train,100,4,11,2.0,0
1379024,691,train,23,6,23,16.0,0
1842223,692,train,12,6,18,23.0,0
2524486,694,train,9,6,22,21.0,0
1063245,695,train,4,5,16,6.0,0
2643096,696,train,39,2,10,30.0,0
2451495,697,train,6,0,11,26.0,0
2154325,699,train,37,0,10,9.0,0
3002915,700,train,9,6,10,3.0,0
261370,703,train,10,1,12,7.0,0
2127707,704,train,7,6,19,20.0,0
959637,705,train,7,5,20,8.0,0
1191841,707,train,13,5,10,30.0,0
1202012,708,train,15,2,11,30.0,0
1307498,709,train,6,0,22,6.0,0
1054283,710,train,17,0,9,14.0,0
2357159,711,train,6,6,10,10.0,0
219467,712,train,5,6,17,30.0,0
398828,713,train,16,2,19,13.0,0
1985172,714,train,16,6,11,18.0,0
1122780,715,train,14,5,12,10.0,0
67479,716,train,5,3,21,8.0,0
944659,717,train,8,1,18,8.0,0
921692,718,train,4,1,7,30.0,0
3107150,719,train,73,6,19,2.0,0
2059831,722,train,9,6,16,30.0,0
1368829,723,train,14,2,16,12.0,0
3096583,724,train,4,2,16,30.0,0
251996,725,train,10,5,11,20.0,0
3264066,726,train,8,5,16,7.0,0
1504712,727,train,22,3,17,9.0,0
2793933,728,train,19,1,9,16.0,0
1738759,729,train,60,1,10,7.0,0
1550154,731,train,10,0,9,12.0,0
1387253,733,train,5,1,16,30.0,0
1378817,735,train,10,6,14,4.0,0
1166135,736,train,4,3,17,30.0,0
275130,737,train,16,0,12,14.0,0
1436723,741,train,30,1,21,8.0,0
223389,742,train,14,2,19,3.0,0
60905,743,train,6,2,17,26.0,0
1403740,746,train,9,2,19,30.0,0
553676,748,train,4,2,19,17.0,0
2726080,749,train,10,4,16,4.0,0
3205651,750,train,4,0,17,6.0,0
63770,751,train,7,2,6,30.0,0
565931,753,train,4,6,13,30.0,0
3197269,754,train,14,0,12,30.0,0
2919312,755,train,13,5,14,4.0,0
64766,756,train,22,1,11,10.0,0
14287,757,train,6,0,16,30.0,0
2877517,759,train,4,5,15,30.0,0
1167274,760,train,5,4,10,8.0,0
440384,761,train,9,6,9,30.0,0
2914876,765,train,6,2,17,8.0,0
1556053,767,train,32,4,16,9.0,0
2667408,768,train,34,0,14,13.0,0
2112754,769,train,13,1,16,15.0,0
2871469,770,train,5,1,16,7.0,0
49291,774,train,11,3,8,23.0,0
3116656,775,train,9,0,6,30.0,0
2248477,776,train,4,5,15,30.0,0
2110387,777,train,27,1,12,7.0,0
2354554,779,train,7,0,8,19.0,0
1971243,781,train,8,3,11,7.0,0
888267,782,train,5,0,11,30.0,0
980285,783,train,4,0,16,30.0,0
2208324,784,train,8,6,10,9.0,0
90628,786,train,100,0,10,2.0,0
3070078,788,train,4,0,10,30.0,0
303762,789,train,12,1,8,21.0,0
1515554,790,train,5,6,21,27.0,0
2227916,792,train,9,1,16,9.0,0
2038177,795,train,13,0,13,21.0,0
556139,796,train,8,5,18,23.0,0
670090,797,train,19,0,13,30.0,0
2513420,799,train,16,3,18,12.0,0
2558109,800,train,22,6,17,8.0,0
1553088,801,train,6,5,11,4.0,0
1181590,803,train,8,0,12,5.0,0
3347074,804,train,16,3,21,5.0,0
1089130,805,train,5,1,15,30.0,0
3056331,808,train,4,0,15,30.0,0
1941111,809,train,22,6,18,11.0,0
975061,814,train,4,3,15,12.0,0
2445,816,train,5,0,16,30.0,0
1786829,818,train,70,3,8,15.0,0
2626310,820,train,5,2,10,26.0,0
917873,821,train,4,0,13,7.0,0
3067908,822,train,4,2,16,30.0,0
2331570,824,train,22,5,9,7.0,0
2943041,829,train,4,2,14,1.0,0
985778,831,train,20,5,13,30.0,0
683623,833,train,12,2,11,22.0,0
2934974,835,train,5,4,11,30.0,0
2054288,836,train,14,1,19,30.0,0
874570,838,train,24,2,15,7.0,0
1504504,839,train,27,1,13,30.0,0
2391548,840,train,10,5,21,15.0,0
2932543,841,train,16,0,11,14.0,0
2802645,844,train,19,1,9,22.0,0
1537934,845,train,23,6,12,6.0,0
129013,846,train,5,4,9,17.0,0
2436377,847,train,38,1,17,8.0,0
1241668,848,train,44,0,17,8.0,0
1114234,849,train,30,0,13,1.0,0
92317,852,train,38,0,19,13.0,0
3415312,854,train,84,0,14,3.0,0
265281,855,train,16,2,12,11.0,0
2322058,856,train,5,5,10,30.0,0
83856,857,train,47,0,6,7.0,0
1652829,859,train,8,5,11,5.0,0
2232869,863,train,11,1,15,30.0,0
20460,864,train,30,4,12,9.0,0
692135,865,train,4,5,11,30.0,0
592557,866,train,23,0,16,15.0,0
2648197,867,train,6,4,19,30.0,0
1963578,868,train,86,5,13,6.0,0
3373111,871,train,8,0,20,30.0,0
1526056,872,train,5,3,12,30.0,0
2144171,873,train,9,6,11,6.0,0
1088647,874,train,14,0,16,7.0,0
1534424,875,train,5,1,13,12.0,0
2376580,879,train,57,0,10,4.0,0
718132,880,train,50,4,11,30.0,0
2716795,881,train,18,1,14,18.0,0
26968,882,train,5,4,13,3.0,0
1604634,883,train,13,2,14,9.0,0
1666193,884,train,4,2,12,30.0,0
1305670,885,train,22,3,20,12.0,0
556180,886,train,23,1,19,12.0,0
2689040,887,train,9,2,7,30.0,0
509989,888,train,16,3,13,3.0,0
2689584,889,train,6,2,15,30.0,0
3353496,890,train,21,5,11,14.0,0
846979,891,train,16,6,18,30.0,0
3271309,892,train,13,4,14,12.0,0
1393688,895,train,6,1,11,20.0,0
3036648,897,train,5,6,13,30.0,0
631808,898,train,53,1,8,8.0,0
1880459,899,train,11,2,21,3.0,0
1196150,900,train,8,3,9,14.0,0
1750098,901,train,5,3,17,30.0,0
1729675,905,train,5,2,5,4.0,0
968909,906,train,5,0,11,14.0,0
979263,907,train,24,0,8,7.0,0
374322,909,train,4,1,10,19.0,0
2742119,913,train,28,3,8,20.0,0
309741,915,train,10,4,15,19.0,0
1806432,916,train,7,0,13,30.0,0
3330301,917,train,26,4,8,10.0,0
2444452,919,train,11,0,11,30.0,0
1498776,920,train,5,2,12,30.0,0
757211,921,train,13,5,10,15.0,0
1148045,922,train,4,5,19,19.0,0
15213,923,train,13,6,16,30.0,0
2435106,925,train,4,1,22,12.0,0
1058952,928,train,9,0,16,30.0,0
914910,929,train,4,5,17,7.0,0
700471,930,train,5,1,18,30.0,0
1261929,932,train,32,6,17,4.0,0
178268,933,train,33,0,17,7.0,0
1988586,934,train,6,2,13,30.0,0
1832849,935,train,19,2,16,19.0,0
3202163,936,train,7,6,12,28.0,0
2107544,937,train,11,0,19,30.0,0
1148938,938,train,15,5,20,11.0,0
3108576,939,train,7,0,15,30.0,0
2180302,940,train,8,4,11,15.0,0
2314737,941,train,10,6,8,4.0,0
1876414,943,train,4,5,14,22.0,0
127522,944,train,4,4,14,13.0,0
1739018,946,train,19,4,9,29.0,0
3277128,947,train,40,0,10,30.0,0
951151,948,train,10,0,14,30.0,0
2136949,949,train,9,6,13,9.0,0
3339284,950,train,16,1,13,30.0,0
809820,951,train,4,2,18,30.0,0
1182819,952,train,4,6,13,30.0,0
3419642,953,train,10,1,11,30.0,0
1100805,954,train,12,3,13,4.0,0
967656,956,train,12,0,15,7.0,0
2638832,957,train,33,1,16,4.0,0
3138460,958,train,38,0,13,7.0,0
1888855,962,train,28,4,16,3.0,0
244128,967,train,5,6,10,30.0,0
1288850,968,train,59,2,12,7.0,0
1080892,970,train,7,2,10,20.0,0
2109659,971,train,25,1,13,25.0,0
2073686,973,train,26,0,11,8.0,0
3202493,974,train,7,6,10,30.0,0
1441412,976,train,5,5,15,0.0,0
1826689,977,train,14,0,8,5.0,0
2188922,979,train,15,3,17,17.0,0
2555679,981,train,7,3,18,6.0,0
1759116,982,train,14,0,10,11.0,0
547273,983,train,7,4,12,6.0,0
96292,984,train,51,3,20,2.0,0
3215722,985,train,10,2,11,30.0,0
2753827,986,train,21,6,11,11.0,0
411854,987,train,8,1,1,30.0,0
395208,989,train,4,3,11,5.0,0
122224,990,train,10,0,18,8.0,0
910179,991,train,6,1,15,13.0,0
3289231,992,train,22,5,14,30.0,0
637980,994,train,11,1,12,13.0,0
1982039,996,train,5,3,9,30.0,0
903956,1000,train,8,0,13,21.0,0
1056108,1002,train,19,5,10,29.0,0
1392921,1003,train,9,1,23,7.0,0
252897,1006,train,5,0,14,17.0,0
355501,1007,train,9,3,11,19.0,0
2055364,1008,train,7,0,15,4.0,0
3382300,1011,train,8,2,14,22.0,0
1940438,1012,train,9,6,8,6.0,0
1389513,1013,train,20,6,5,29.0,0
1585569,1014,train,7,0,15,30.0,0
1504831,1015,train,12,6,9,6.0,0
2987108,1016,train,6,2,17,28.0,0
2613422,1017,train,6,6,6,30.0,0
1985010,1019,train,10,3,17,28.0,0
1226914,1021,train,33,1,11,8.0,0
2614856,1022,train,79,3,15,3.0,0
221711,1024,train,100,2,10,1.0,0
1572263,1025,train,8,0,15,30.0,0
827834,1026,train,6,6,12,30.0,0
2143665,1027,train,48,0,14,7.0,0
668770,1029,train,27,4,16,1.0,0
2643636,1030,train,4,6,9,30.0,0
1868918,1031,train,10,1,10,25.0,0
838618,1032,train,4,4,14,30.0,0
1639708,1033,train,5,0,14,6.0,0
1129605,1034,train,7,1,15,22.0,0
3147418,1035,train,28,4,15,17.0,0
2042218,1036,train,32,0,21,10.0,0
406446,1038,train,15,0,22,15.0,0
11052,1039,train,7,0,19,30.0,0
2573243,1040,train,9,4,15,5.0,0
1453822,1041,train,16,2,20,15.0,0
2020589,1042,train,8,2,15,30.0,0
1727267,1044,train,27,5,13,8.0,0
1323382,1046,train,4,0,16,30.0,0
2216237,1048,train,4,1,12,25.0,0
1646879,1050,train,27,2,15,30.0,0
443227,1052,train,21,1,18,8.0,0
2446265,1053,train,5,1,10,30.0,0
3161232,1054,train,6,5,16,13.0,0
2330932,1055,train,16,1,17,7.0,0
2799858,1056,train,17,3,11,22.0,0
1860271,1058,train,44,0,12,8.0,0
2406692,1059,train,36,1,16,7.0,0
3161966,1060,train,11,2,9,6.0,0
2071098,1061,train,4,3,16,30.0,0
295980,1063,train,4,0,16,30.0,0
1758679,1065,train,6,2,11,10.0,0
1510345,1066,train,55,4,9,9.0,0
300459,1067,train,19,2,15,7.0,0
1430544,1068,train,4,1,12,30.0,0
2109825,1069,train,7,0,16,30.0,0
1920482,1070,train,5,1,9,30.0,0
276012,1071,train,9,4,21,14.0,0
1438109,1072,train,16,1,11,7.0,0
1268099,1073,train,6,6,13,6.0,0
3039780,1077,train,13,0,10,18.0,0
393494,1078,train,9,0,12,5.0,0
595633,1079,train,9,0,12,30.0,0
2717227,1080,train,13,3,22,5.0,0
